snr,realization,L_true,epsilon_true,MEWT_true,L_retrieved,epsilon_retrieved,MEWT_retrieved
400.0,19,0.175,0.8,0.1399999999999999,0.1833996716236114,0.8051544523818628,0.1476650621731223
400.0,19,0.2,0.8,0.16,0.19999999999993753,0.8010300284793253,0.160206005695815
200.0,0,0.0,0.0,0.0,0.0010000008434518225,0.0010000936339850499,1.000094477515848e-06
200.0,0,0.025,0.1,0.0025,0.021211916422547092,0.21335462275881018,0.004525660426323945
200.0,0,0.025,0.2,0.005,0.020750110555416597,0.29595342869791214,0.00614106636473628
200.0,0,0.05,0.2,0.01,0.07101407336926653,0.17635845065620812,0.012523931954190133
200.0,0,0.025,0.3,0.0075,0.05068914437680076,0.25417463007730967,0.012883894520908675
200.0,0,0.05,0.3,0.015,0.12445551651801903,0.26462043846123645,0.03293347334991785
200.0,0,0.075,0.3,0.0225,0.057717618463744944,0.27928971306493516,0.016119937099530728
200.0,0,0.1,0.3,0.03,0.15116583839604733,0.25448230480040884,0.038469030962112266
200.0,0,0.025,0.4,0.01,0.011683410457388821,0.508411591388779,0.005939981303489353
200.0,0,0.05,0.4,0.02,0.04373927493389158,0.43446108224429103,0.019003012724359124
200.0,0,0.075,0.4,0.03,0.09714333663504471,0.43388333471464824,0.04214887484452085
200.0,0,0.1,0.4,0.04,0.1178919857030458,0.3962641526978021,0.04671636782447884
200.0,0,0.025,0.5,0.0125,0.024296278001321992,0.5005758658890255,0.012162130398392238
200.0,0,0.05,0.5,0.025,0.0533268138180736,0.4479887166962584,0.023889810887859093
200.0,0,0.075,0.5,0.0375,0.07759541399141395,0.49589722617866466,0.038479350562527326
200.0,0,0.1,0.5,0.05,0.09710622947046112,0.4737370962337407,0.04600282317554355
200.0,0,0.125,0.5,0.0625,0.1586156537124684,0.49529317775358905,0.07856125116871135
200.0,0,0.15,0.5,0.075,0.1751613794754846,0.5075183140891028,0.08889760800491951
200.0,0,0.175,0.5,0.0875,0.1585248247471274,0.5359036844802499,0.08495403766357147
200.0,0,0.2,0.5,0.1,0.19999999999999998,0.4818261255850875,0.09636522511701749
200.0,0,0.025,0.6,0.015,0.02793436486623573,0.5007469856645355,0.013988049003220846
200.0,0,0.05,0.6,0.03,0.05105162108004327,0.6002292068725458,0.03064267403043211
200.0,0,0.075,0.6,0.045,0.09856038187023758,0.5662167885526853,0.05580654290109223
200.0,0,0.1,0.6,0.06,0.11841178499664011,0.5760547826890977,0.06821167507406768
200.0,0,0.125,0.6,0.075,0.129103818868397,0.5878702725462266,0.07589629718492322
200.0,0,0.15,0.6,0.09,0.1491207362075529,0.6017721806164023,0.0897367106027424
200.0,0,0.175,0.6,0.105,0.19999999999999998,0.6057354346238849,0.12114708692477696
200.0,0,0.2,0.6,0.12,0.19999999999999998,0.6270179024128278,0.12540358048256556
200.0,0,0.025,0.7,0.0174999999999999,0.02233744193136944,0.7417298575597607,0.01656834762200408
200.0,0,0.05,0.7,0.0349999999999999,0.04117705505007033,0.7109500308453984,0.02927482855797017
200.0,0,0.075,0.7,0.0525,0.08658242350429378,0.7002748078462661,0.06063148998233336
200.0,0,0.1,0.7,0.0699999999999999,0.11395634833780445,0.6916937731667551,0.07882289655808104
200.0,0,0.125,0.7,0.0875,0.1363581974121196,0.6524054804115736,0.08896083529071008
200.0,0,0.15,0.7,0.105,0.1584729978176014,0.6966374661078218,0.11039822764616422
200.0,0,0.175,0.7,0.1224999999999999,0.19477694613187335,0.6921597349179213,0.1348167594027597
200.0,0,0.2,0.7,0.1399999999999999,0.19978852293172192,0.7080711477702832,0.14146448874359388
200.0,0,0.175,0.8,0.1399999999999999,0.18598522740474788,0.8079867522849061,0.15027359986373195
200.0,0,0.2,0.8,0.16,0.19999999999999998,0.8093473627740597,0.16186947255481193
200.0,1,0.0,0.0,0.0,0.0022400465026132205,0.17268950530140398,0.0003868325223884172
200.0,1,0.025,0.1,0.0025,0.0010000240658906226,0.0010024140315464723,1.0024381555329141e-06
200.0,1,0.025,0.2,0.005,0.008557027093955396,0.3719801413171109,0.0031830441476638745
200.0,1,0.05,0.2,0.01,0.04556612114667932,0.17388195220955352,0.00792312609960162
200.0,1,0.025,0.3,0.0075,0.017786204405817997,0.2386769766436381,0.004245157493546395
200.0,1,0.05,0.3,0.015,0.02710828573660706,0.33272429100103285,0.009019585151965995
200.0,1,0.075,0.3,0.0225,0.08114879743505816,0.2621016134257667,0.021269230735289465
200.0,1,0.1,0.3,0.03,0.10360694825969373,0.20608221589278608,0.02135154947924692
200.0,1,0.025,0.4,0.01,0.03017045019587358,0.3303323624022952,0.00996627608794371
200.0,1,0.05,0.4,0.02,0.04655274858925425,0.3594219742747726,0.016732080805866897
200.0,1,0.075,0.4,0.03,0.09922071632845625,0.3684077076225246,0.03655367665123136
200.0,1,0.1,0.4,0.04,0.12170345527417485,0.4079532499710313,0.049649320111803674
200.0,1,0.025,0.5,0.0125,0.02026500928552077,0.5083282297141061,0.010301276295248695
200.0,1,0.05,0.5,0.025,0.039508981905732536,0.5007822046595816,0.019785395062608256
200.0,1,0.075,0.5,0.0375,0.1046568846988369,0.46936658607565007,0.04912244468040601
200.0,1,0.1,0.5,0.05,0.12250960510533936,0.4716649085073617,0.0577834816832829
200.0,1,0.125,0.5,0.0625,0.1275416702663103,0.5324709610116188,0.06791223573572926
200.0,1,0.15,0.5,0.075,0.1721043541814302,0.5278696037639847,0.09084865724780804
200.0,1,0.175,0.5,0.0875,0.16599053511708067,0.49560254359546935,0.08226533141679826
200.0,1,0.2,0.5,0.1,0.1988123267014195,0.5186093761116177,0.10310593671392228
200.0,1,0.025,0.6,0.015,0.029608702650411125,0.5714585302386116,0.016920145698876024
200.0,1,0.05,0.6,0.03,0.05723213797799004,0.6291860606453812,0.036009663436684464
200.0,1,0.075,0.6,0.045,0.0712291354605962,0.61833091830238,0.044043176739235065
200.0,1,0.1,0.6,0.06,0.10362617052772616,0.6095962228367598,0.06317012214073983
200.0,1,0.125,0.6,0.075,0.12440214085240421,0.6273162229135253,0.07803948112188656
200.0,1,0.15,0.6,0.09,0.17744626455584786,0.6361882716770932,0.1128892323633411
200.0,1,0.175,0.6,0.105,0.1929338919756771,0.6157613322237792,0.11880123035406162
200.0,1,0.2,0.6,0.12,0.19999999999999998,0.6109217114210765,0.12218434228421529
200.0,1,0.025,0.7,0.0174999999999999,0.024674190226116815,0.6865188066157127,0.016939295628242798
200.0,1,0.05,0.7,0.0349999999999999,0.051444949010011176,0.6948895931207161,0.03574855968568265
200.0,1,0.075,0.7,0.0525,0.07946234609804106,0.7247217563163111,0.05758809102518689
200.0,1,0.1,0.7,0.0699999999999999,0.1058185674785318,0.6976146025855315,0.07382057789770621
200.0,1,0.125,0.7,0.0875,0.13377516077373555,0.7052094892048244,0.09433951279753931
200.0,1,0.15,0.7,0.105,0.1545224288830606,0.7122492177817313,0.11005847910169311
200.0,1,0.175,0.7,0.1224999999999999,0.18413046819109977,0.7062822675665253,0.1300480846020959
200.0,1,0.2,0.7,0.1399999999999999,0.199999971527686,0.7231958540795681,0.14463915022485418
200.0,1,0.175,0.8,0.1399999999999999,0.18760096925554764,0.8192445111143096,0.15369106434233176
200.0,1,0.2,0.8,0.16,0.19999999999890325,0.7987964055881563,0.1597592811167552
200.0,2,0.0,0.0,0.0,0.0010000001392883148,0.0010000244353399843,1.0000245746317027e-06
200.0,2,0.025,0.1,0.0025,0.02217560439411908,0.1777130880815712,0.003940895136954161
200.0,2,0.025,0.2,0.005,0.032112846678204215,0.2568203103165755,0.008247231249045016
200.0,2,0.05,0.2,0.01,0.19999999999811274,0.15129402332937347,0.030258804665589164
200.0,2,0.025,0.3,0.0075,0.038036079723156514,0.17572695496191584,0.006683964468438965
200.0,2,0.05,0.3,0.015,0.07692448026416185,0.325754920969588,0.025058527989078677
200.0,2,0.075,0.3,0.0225,0.1229586616544484,0.25931542358353527,0.03188507743018788
200.0,2,0.1,0.3,0.03,0.13651431275888556,0.3233369438045512,0.04414012067303671
200.0,2,0.025,0.4,0.01,0.02584218347057563,0.4097836929466618,0.010589705376377661
200.0,2,0.05,0.4,0.02,0.10302448775477795,0.334465070733084,0.03445809258414155
200.0,2,0.075,0.4,0.03,0.09358551804363716,0.3630815800471085,0.03397917776081096
200.0,2,0.1,0.4,0.04,0.09930763394120817,0.4020055171055603,0.03992221673506508
200.0,2,0.025,0.5,0.0125,0.023194272965434998,0.5609705056854318,0.01301130303442601
200.0,2,0.05,0.5,0.025,0.038087320760663367,0.47221484235683964,0.017985398168791036
200.0,2,0.075,0.5,0.0375,0.06628246852134083,0.5617047923119045,0.0372311802147001
200.0,2,0.1,0.5,0.05,0.11367807038582212,0.48639677919539037,0.055292647300810766
200.0,2,0.125,0.5,0.0625,0.1623662166101423,0.48915492790652526,0.07942223498038943
200.0,2,0.15,0.5,0.075,0.16710727613582133,0.531693307899753,0.0888498204227723
200.0,2,0.175,0.5,0.0875,0.16335868326299138,0.5349226194750477,0.08738425476503399
200.0,2,0.2,0.5,0.1,0.19999999999999998,0.5010296292723267,0.10020592585446535
200.0,2,0.025,0.6,0.015,0.02151059045094428,0.5876988612716086,0.012641749513299893
200.0,2,0.05,0.6,0.03,0.0478456450266099,0.6362965546164637,0.030444019083834224
200.0,2,0.075,0.6,0.045,0.08075717614654503,0.5822343359392997,0.0470196008260167
200.0,2,0.1,0.6,0.06,0.09966991471252065,0.5926847272611465,0.05907283621753204
200.0,2,0.125,0.6,0.075,0.1484613795168042,0.5899069216120968,0.08757839536904316
200.0,2,0.15,0.6,0.09,0.14536786605521537,0.5890953834553941,0.08563553879588948
200.0,2,0.175,0.6,0.105,0.18826132891536201,0.6123296280032764,0.11527798950214609
200.0,2,0.2,0.6,0.12,0.19999999999993287,0.6122991325727487,0.12245982651450864
200.0,2,0.025,0.7,0.0174999999999999,0.024045566381142892,0.7174059683285936,0.017250432833673293
200.0,2,0.05,0.7,0.0349999999999999,0.05583483891732219,0.67839329738239,0.037877980481936795
200.0,2,0.075,0.7,0.0525,0.07243186749396988,0.7272119948379783,0.05267332285012995
200.0,2,0.1,0.7,0.0699999999999999,0.1113265058557415,0.6953687452185934,0.07741297268647736
200.0,2,0.125,0.7,0.0875,0.13959814458668326,0.6914501815142725,0.0965251624135178
200.0,2,0.15,0.7,0.105,0.16573328371222165,0.7108202076368961,0.11780656714066601
200.0,2,0.175,0.7,0.1224999999999999,0.17351895068704537,0.6977802351063505,0.12107809420581375
200.0,2,0.2,0.7,0.1399999999999999,0.19999999999999998,0.7066469256463936,0.14132938512927873
200.0,2,0.175,0.8,0.1399999999999999,0.17901481771525313,0.807293708739479,0.1445175361126685
200.0,2,0.2,0.8,0.16,0.19999999999999948,0.807543081210836,0.16150861624216678
200.0,3,0.0,0.0,0.0,0.00100004029147903,0.0010042821289289526,1.0043225929412904e-06
200.0,3,0.025,0.1,0.0025,0.0022014687287863688,0.6642944668864827,0.0014624234955564037
200.0,3,0.025,0.2,0.005,0.19999999999999954,0.11557512104248327,0.0231150242084966
200.0,3,0.05,0.2,0.01,0.01701730198922256,0.3794948229963718,0.006457978006275821
200.0,3,0.025,0.3,0.0075,0.02044358508507786,0.31857666739534285,0.006512849206017242
200.0,3,0.05,0.3,0.015,0.06455597392379443,0.30887844827074257,0.019939949052188145
200.0,3,0.075,0.3,0.0225,0.04708787319005561,0.3492977085479808,0.016447686205684323
200.0,3,0.1,0.3,0.03,0.14660468947784633,0.27208717557880047,0.03988925588663429
200.0,3,0.025,0.4,0.01,0.01836458363963889,0.3492848139924101,0.006414470180619328
200.0,3,0.05,0.4,0.02,0.043812537055645924,0.3674776503323413,0.0161001281723074
200.0,3,0.075,0.4,0.03,0.05654813181844536,0.4107118265708342,0.023224986508322002
200.0,3,0.1,0.4,0.04,0.10642366838599748,0.4287806735725435,0.04563241221460901
200.0,3,0.025,0.5,0.0125,0.019264601175700374,0.48491458329781845,0.00934168605151341
200.0,3,0.05,0.5,0.025,0.04847222624679434,0.4837745436207705,0.023449629130825666
200.0,3,0.075,0.5,0.0375,0.09155476079169489,0.5146412719223189,0.04711785854438151
200.0,3,0.1,0.5,0.05,0.10315937399750529,0.5067494185288529,0.052275952789036274
200.0,3,0.125,0.5,0.0625,0.13112043649804092,0.5047226493021958,0.06617945408695154
200.0,3,0.15,0.5,0.075,0.17060661922394954,0.48026867933494777,0.08193701570048656
200.0,3,0.175,0.5,0.0875,0.1999999997516089,0.4990740383679325,0.09981480754962095
200.0,3,0.2,0.5,0.1,0.19999999999999998,0.4803664052826644,0.09607328105653287
200.0,3,0.025,0.6,0.015,0.0216517908646716,0.6769107501676818,0.01465632999667861
200.0,3,0.05,0.6,0.03,0.057325008064677,0.5767619842633995,0.03306288539929848
200.0,3,0.075,0.6,0.045,0.08113320807696171,0.6358884284127431,0.05159166817614325
200.0,3,0.1,0.6,0.06,0.09779672322136196,0.5889368954657594,0.05759609856071306
200.0,3,0.125,0.6,0.075,0.1347175206014745,0.6033915883565566,0.08128741873518083
200.0,3,0.15,0.6,0.09,0.15268021964978226,0.6235045656203856,0.09519681403156255
200.0,3,0.175,0.6,0.105,0.1766504956685261,0.6028323181875855,0.10649062781284362
200.0,3,0.2,0.6,0.12,0.1938559048549307,0.6206452914571897,0.1203157545693857
200.0,3,0.025,0.7,0.0174999999999999,0.02329409398184876,0.7474342024308864,0.01741080255667324
200.0,3,0.05,0.7,0.0349999999999999,0.0515879813996731,0.7005412973239858,0.03613951141605264
200.0,3,0.075,0.7,0.0525,0.08154457072679026,0.7101437968586652,0.057908371069132804
200.0,3,0.1,0.7,0.0699999999999999,0.11852665727623811,0.7013939875969524,0.08313388478351798
200.0,3,0.125,0.7,0.0875,0.14254519553123646,0.6996025659485938,0.09972498455729706
200.0,3,0.15,0.7,0.105,0.16705663096871218,0.6718970045641078,0.11224484994044928
200.0,3,0.175,0.7,0.1224999999999999,0.1959081087290084,0.698924179383978,0.13692491412808933
200.0,3,0.2,0.7,0.1399999999999999,0.1979513225846452,0.7272371655159127,0.14395755874658345
200.0,3,0.175,0.8,0.1399999999999999,0.17729362940804244,0.7931522901787523,0.14062084819909185
200.0,3,0.2,0.8,0.16,0.19999999810592792,0.8065291852257855,0.1613058355175327
200.0,4,0.0,0.0,0.0,0.003159506210983066,0.002144750687249369,6.77635311737458e-06
200.0,4,0.025,0.1,0.0025,0.008459802126233717,0.21449139446371512,0.001814554754942972
200.0,4,0.025,0.2,0.005,0.002218358903342635,0.6305945228261964,0.0013988849741105934
200.0,4,0.05,0.2,0.01,0.12176367022862063,0.17481526978563297,0.02128614886110516
200.0,4,0.025,0.3,0.0075,0.17407450697242735,0.13153527508395296,0.02289693815972172
200.0,4,0.05,0.3,0.015,0.06323702152851404,0.21056040101562223,0.013315212612077453
200.0,4,0.075,0.3,0.0225,0.12853295833088466,0.2616269995602593,0.03362769223271319
200.0,4,0.1,0.3,0.03,0.14758191292784223,0.28142343864709013,0.041533009418268804
200.0,4,0.025,0.4,0.01,0.026480157919403464,0.4020644565308603,0.01064673030271631
200.0,4,0.05,0.4,0.02,0.05650080550821176,0.372271383582777,0.02103363304008338
200.0,4,0.075,0.4,0.03,0.08005911184672332,0.39192816315386897,0.03137742064981642
200.0,4,0.1,0.4,0.04,0.14088334733699287,0.37002481317038893,0.0521303342771898
200.0,4,0.025,0.5,0.0125,0.01991149401244537,0.5225338212818769,0.01040442905375429
200.0,4,0.05,0.5,0.025,0.0477993056000864,0.5060175530156353,0.024187287655602272
200.0,4,0.075,0.5,0.0375,0.061721458727922146,0.5549232666745945,0.034250673501219714
200.0,4,0.1,0.5,0.05,0.10113756086373833,0.5290620045706605,0.05350804068795659
200.0,4,0.125,0.5,0.0625,0.1399854035778239,0.5169885925868872,0.07237085677840659
200.0,4,0.15,0.5,0.075,0.16789374389825631,0.4661851295176592,0.07826956674441332
200.0,4,0.175,0.5,0.0875,0.18101979215484973,0.504110877992643,0.09125404635722704
200.0,4,0.2,0.5,0.1,0.19999999999999998,0.5216195025586927,0.10432390051173854
200.0,4,0.025,0.6,0.015,0.025619537600488646,0.6651614502290648,0.017041128784539082
200.0,4,0.05,0.6,0.03,0.05095867625663368,0.6027665561142017,0.030716185791349625
200.0,4,0.075,0.6,0.045,0.09495279152729069,0.5906133983373876,0.05608039088555466
200.0,4,0.1,0.6,0.06,0.10597812449802224,0.5881470811785791,0.062330724592291845
200.0,4,0.125,0.6,0.075,0.13962629794556683,0.6140623176622475,0.08573924812305428
200.0,4,0.15,0.6,0.09,0.1826278278627991,0.5904655477645332,0.10783544041605454
200.0,4,0.175,0.6,0.105,0.1858261372364013,0.5934252756167169,0.11027392670630129
200.0,4,0.2,0.6,0.12,0.19999999999925921,0.6150762737254253,0.12301525474462942
200.0,4,0.025,0.7,0.0174999999999999,0.02255390911795485,0.7022044627640035,0.015837455635401645
200.0,4,0.05,0.7,0.0349999999999999,0.04873425546818953,0.7298655851384603,0.035569455883577364
200.0,4,0.075,0.7,0.0525,0.07544697128370256,0.7360050460763397,0.05552935157598178
200.0,4,0.1,0.7,0.0699999999999999,0.09242469997886359,0.7096055326018994,0.06558507845407226
200.0,4,0.125,0.7,0.0875,0.12684939900726191,0.7006954326438188,0.0888827945180018
200.0,4,0.15,0.7,0.105,0.1734702150710529,0.6821130871350244,0.11832630392809253
200.0,4,0.175,0.7,0.1224999999999999,0.17770047063072553,0.6953786890171374,0.12356912030492224
200.0,4,0.2,0.7,0.1399999999999999,0.19964906547196623,0.7177281787240763,0.1432937601451582
200.0,4,0.175,0.8,0.1399999999999999,0.1955075615494702,0.7988336407906629,0.1561780171946679
200.0,4,0.2,0.8,0.16,0.19999999999999998,0.8162537921582331,0.1632507584316466
200.0,5,0.0,0.0,0.0,0.0010000000000039333,0.17606356553267632,0.00017606356553336884
200.0,5,0.025,0.1,0.0025,0.0012583900128436225,0.8660003780484739,0.001089766226855001
200.0,5,0.025,0.2,0.005,0.009084402329536606,0.2114752084223499,0.0019211258760312348
200.0,5,0.05,0.2,0.01,0.1999999999999991,0.134516867142998,0.026903373428599477
200.0,5,0.025,0.3,0.0075,0.04789703986789588,0.2721446232653882,0.013034921870375804
200.0,5,0.05,0.3,0.015,0.05560104139447838,0.20614275872030047,0.011461752060779394
200.0,5,0.075,0.3,0.0225,0.05679916410598271,0.3563515676514118,0.02024047117045674
200.0,5,0.1,0.3,0.03,0.10229837239948109,0.31587984657801144,0.032313994178728364
200.0,5,0.025,0.4,0.01,0.022400356956742078,0.38964228799103173,0.008728126336440808
200.0,5,0.05,0.4,0.02,0.04117527471563593,0.3646563923798549,0.015014827133053256
200.0,5,0.075,0.4,0.03,0.05618624444684784,0.4358820448091306,0.024490575119637696
200.0,5,0.1,0.4,0.04,0.10283635980128501,0.4002883896901532,0.04116420086645358
200.0,5,0.025,0.5,0.0125,0.021831481883990235,0.5831990268713512,0.012732098989902638
200.0,5,0.05,0.5,0.025,0.0490195225110649,0.49739321252959023,0.024381977778445137
200.0,5,0.075,0.5,0.0375,0.08220121985052303,0.5103832292107464,0.041954124032372454
200.0,5,0.1,0.5,0.05,0.12992142883535074,0.48493643057504254,0.0630036339546244
200.0,5,0.125,0.5,0.0625,0.14433328810149704,0.444647529363589,0.06417743995925375
200.0,5,0.15,0.5,0.075,0.1393815063865653,0.49531609657647097,0.06903790367834198
200.0,5,0.175,0.5,0.0875,0.18244739169546956,0.5117752944225905,0.09337206760158263
200.0,5,0.2,0.5,0.1,0.19999999999999998,0.5408680901285999,0.10817361802571998
200.0,5,0.025,0.6,0.015,0.03427257438885561,0.6035776604862619,0.020686160268466845
200.0,5,0.05,0.6,0.03,0.048673620179122745,0.5965267108539923,0.0290351145508086
200.0,5,0.075,0.6,0.045,0.0802707582832585,0.6184590026904717,0.049644173113071975
200.0,5,0.1,0.6,0.06,0.08685361698854169,0.6306430544181717,0.05477363030491994
200.0,5,0.125,0.6,0.075,0.1489101208965058,0.5960963333403503,0.08876477706367537
200.0,5,0.15,0.6,0.09,0.16785003017457534,0.5757642067736369,0.09664203948039539
200.0,5,0.175,0.6,0.105,0.1878620485153419,0.6080863730092939,0.11423635170779027
200.0,5,0.2,0.6,0.12,0.19557334925467385,0.6152035090331389,0.12031741073483897
200.0,5,0.025,0.7,0.0174999999999999,0.025545802427580363,0.6962392060589299,0.017785989200316835
200.0,5,0.05,0.7,0.0349999999999999,0.052560922412968045,0.6820190782581094,0.03584755185648847
200.0,5,0.075,0.7,0.0525,0.06905803071312412,0.7194458912999997,0.049683516457826336
200.0,5,0.1,0.7,0.0699999999999999,0.11713195525585877,0.6740272229496783,0.07895012651977247
200.0,5,0.125,0.7,0.0875,0.12229129538592073,0.7125267015189344,0.08713581332580778
200.0,5,0.15,0.7,0.105,0.16153661992773005,0.7073162699403113,0.11425747946604778
200.0,5,0.175,0.7,0.1224999999999999,0.17376881146691825,0.7110271709146755,0.12355434641052851
200.0,5,0.2,0.7,0.1399999999999999,0.19999999999999998,0.7069369868396299,0.14138739736792597
200.0,5,0.175,0.8,0.1399999999999999,0.18338877353683028,0.7962627475718784,0.14602564869027346
200.0,5,0.2,0.8,0.16,0.19999999997087134,0.8172846877753126,0.16345693753125612
200.0,6,0.0,0.0,0.0,0.010397545743396188,0.04314470220996038,0.0004485990148132697
200.0,6,0.025,0.1,0.0025,0.0010000000000005434,0.47996269224978694,0.00047996269225004777
200.0,6,0.025,0.2,0.005,0.14744016069126203,0.060095764290214695,0.008860529143813462
200.0,6,0.05,0.2,0.01,0.04360703549124177,0.30393527368065476,0.013253716266432593
200.0,6,0.025,0.3,0.0075,0.035937585965967106,0.3286066388717139,0.011809329333439726
200.0,6,0.05,0.3,0.015,0.08573619955615726,0.2229957484864097,0.019118807992405475
200.0,6,0.075,0.3,0.0225,0.1505735976469879,0.2745196884630081,0.041335417116805453
200.0,6,0.1,0.3,0.03,0.10994917622350688,0.2506845224500562,0.02756255673536689
200.0,6,0.025,0.4,0.01,0.027449658390721592,0.35538211362790617,0.009755117617258629
200.0,6,0.05,0.4,0.02,0.07569472393154891,0.4043102046444945,0.030604149323273058
200.0,6,0.075,0.4,0.03,0.10190471453749728,0.3216170552285366,0.03277429420345452
200.0,6,0.1,0.4,0.04,0.16484976565783693,0.37074615598832383,0.06111741693321904
200.0,6,0.025,0.5,0.0125,0.024824777310147348,0.4916397467206684,0.012204847229157838
200.0,6,0.05,0.5,0.025,0.06886495059316669,0.4160927406441048,0.028654206026631598
200.0,6,0.075,0.5,0.0375,0.08310774610589941,0.4996693593487383,0.04152639425365236
200.0,6,0.1,0.5,0.05,0.08607085848210329,0.5420278127724473,0.04665279916650129
200.0,6,0.125,0.5,0.0625,0.10549156537082252,0.4984920976424342,0.05258671170528529
200.0,6,0.15,0.5,0.075,0.1616482995531967,0.49626263788967356,0.08022001154664954
200.0,6,0.175,0.5,0.0875,0.1845951555065091,0.5137403371790792,0.09483397743153854
200.0,6,0.2,0.5,0.1,0.1919204839954186,0.5245628044751266,0.10067434732086043
200.0,6,0.025,0.6,0.015,0.02811717905607844,0.57969117394499,0.0162992805350396
200.0,6,0.05,0.6,0.03,0.0492285173973056,0.6266370054996656,0.03084841072703577
200.0,6,0.075,0.6,0.045,0.07400489187390061,0.6093108190606287,0.045091981282179644
200.0,6,0.1,0.6,0.06,0.09204129359108998,0.5973166952897678,0.054977801318025155
200.0,6,0.125,0.6,0.075,0.14414264427994639,0.6195964374972573,0.0893102688872892
200.0,6,0.15,0.6,0.09,0.15456578137939483,0.5763386181241354,0.08908222884947764
200.0,6,0.175,0.6,0.105,0.17352093742263824,0.6410167750613719,0.11122983171228569
200.0,6,0.2,0.6,0.12,0.19340551526752164,0.5994044858179205,0.11592813343327878
200.0,6,0.025,0.7,0.0174999999999999,0.023178750947782333,0.7089998725698895,0.01643373146830688
200.0,6,0.05,0.7,0.0349999999999999,0.047046956389616694,0.7008297586502571,0.03297190709176424
200.0,6,0.075,0.7,0.0525,0.0791658854829727,0.6893510282738369,0.054573084561896044
200.0,6,0.1,0.7,0.0699999999999999,0.09973771218548948,0.7056818801783319,0.07038309625974154
200.0,6,0.125,0.7,0.0875,0.14471694049243095,0.6754452668646487,0.0977483724907455
200.0,6,0.15,0.7,0.105,0.1365348356578102,0.7123944399612623,0.09726665778364867
200.0,6,0.175,0.7,0.1224999999999999,0.1760114831098646,0.7089975506004587,0.124791710402448
200.0,6,0.2,0.7,0.1399999999999999,0.19999999999994678,0.7085149950004589,0.14170299900005406
200.0,6,0.175,0.8,0.1399999999999999,0.17352494296453105,0.8071908996842704,0.14006775482920153
200.0,6,0.2,0.8,0.16,0.19999999999999998,0.8162185200720269,0.16324370401440536
200.0,7,0.0,0.0,0.0,0.001000000000001569,0.7374426249616657,0.0007374426249628227
200.0,7,0.025,0.1,0.0025,0.011000586535074568,0.19889252048058917,0.002187934382725812
200.0,7,0.025,0.2,0.005,0.009999361550261604,0.2831781550131934,0.0028316007551129462
200.0,7,0.05,0.2,0.01,0.11649608144905527,0.1810426483522993,0.021090759108202132
200.0,7,0.025,0.3,0.0075,0.03218839732576276,0.3583812728091796,0.011535718803294449
200.0,7,0.05,0.3,0.015,0.06544420456946079,0.2966082303705597,0.019411289705356664
200.0,7,0.075,0.3,0.0225,0.13507967787309477,0.2509949392163079,0.03390431553711587
200.0,7,0.1,0.3,0.03,0.10827557821766613,0.28913886626440993,0.031306677929979425
200.0,7,0.025,0.4,0.01,0.02300009329303716,0.40170751289914675,0.009239310273194303
200.0,7,0.05,0.4,0.02,0.06219736769061047,0.3688975002938744,0.02294445346592519
200.0,7,0.075,0.4,0.03,0.08413303423873637,0.44877245415762146,0.037756588251044915
200.0,7,0.1,0.4,0.04,0.10534328022294641,0.4166340706531001,0.04388959965523637
200.0,7,0.025,0.5,0.0125,0.02487523606548372,0.5110037631344403,0.01271133923831973
200.0,7,0.05,0.5,0.025,0.04890367675371379,0.4953619923696,0.024225022750918555
200.0,7,0.075,0.5,0.0375,0.07961510006768889,0.4427265853571758,0.03524772139583776
200.0,7,0.1,0.5,0.05,0.09889022243128767,0.4870078328818627,0.04816031291946678
200.0,7,0.125,0.5,0.0625,0.14314935692333308,0.5026242165040145,0.0719503333666438
200.0,7,0.15,0.5,0.075,0.14567329374344506,0.5107857361195274,0.07440784057770172
200.0,7,0.175,0.5,0.0875,0.19809466500717296,0.5040072816262245,0.09984115361492284
200.0,7,0.2,0.5,0.1,0.19999999999999998,0.5185083549475628,0.10370167098951254
200.0,7,0.025,0.6,0.015,0.024046335461798775,0.6657960087233297,0.01600995417488789
200.0,7,0.05,0.6,0.03,0.048359010857026485,0.6524398598850342,0.03155134626773721
200.0,7,0.075,0.6,0.045,0.08977773702905191,0.6181571960032248,0.05549675418539362
200.0,7,0.1,0.6,0.06,0.11887205784051086,0.5856643968918397,0.06961913206245468
200.0,7,0.125,0.6,0.075,0.13771976842802772,0.6143244237587657,0.08460461737973879
200.0,7,0.15,0.6,0.09,0.1591184272749069,0.6373136694315498,0.10140834876074811
200.0,7,0.175,0.6,0.105,0.17729337731705416,0.6210312253107291,0.11010472335468757
200.0,7,0.2,0.6,0.12,0.19999999999999998,0.6304968943438596,0.1260993788687719
200.0,7,0.025,0.7,0.0174999999999999,0.024301465845133114,0.6997533667782561,0.017005032542778693
200.0,7,0.05,0.7,0.0349999999999999,0.0501991408144612,0.7041086700928932,0.03534565027867616
200.0,7,0.075,0.7,0.0525,0.07687315282139089,0.7173791254771029,0.05514719514367708
200.0,7,0.1,0.7,0.0699999999999999,0.11285025384712927,0.7189183151573388,0.08113011436085617
200.0,7,0.125,0.7,0.0875,0.13465769254270146,0.7116477371526142,0.09582884218820595
200.0,7,0.15,0.7,0.105,0.1523452832029118,0.7162307440203548,0.10911437553641318
